Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
George Allen’s interview,Allen,80,85,My name is George Allen.
George Allen’s interview,Harding,1958,1965,"Went out to Harding Field, Baton Rouge and signed up, became a member of the Air Force."
Grace Groves,Dick,149,153,He’s also known as Dick.
Grace Groves,Richard,212,219,"Why Dick? You see his name is Richard, and that’s the nickname for Dick."
Grace Groves,Grove,1803,1808,"They were called, “Groves and Groves."
Philip Abelson,Ernest,209,215,"I hadn’t been there more than about six months before [Ernest] Lawrence, one day, suggested to me that I should look into the phenomena accompanying neutron irradiation of uranium."
Philip Abelson,Lawrence,217,225,"I hadn’t been there more than about six months before [Ernest] Lawrence, one day, suggested to me that I should look into the phenomena accompanying neutron irradiation of uranium."
Philip Abelson,Otto,1955,1959,"I did not in time, so then there was this announcement of [Otto] Hahn and [Lisa] Meitner and the discovery of fission."
Philip Abelson,Hahn,1961,1965,"I did not in time, so then there was this announcement of [Otto] Hahn and [Lisa] Meitner and the discovery of fission."
James B. Conant,James,19,24,James Conant.
James B. Conant,Richard,285,292,"I, by Richard G."
James B. Conant,Oscar,308,313,Hewlett and Oscar E.
James B. Conant,Anderson,317,325,Anderson].
James B. Conant,Van,954,957,"[Vannevar] Bush, and he reported to the President, that for the moment all five had to be."
James B. Conant,Bush,964,968,"[Vannevar] Bush, and he reported to the President, that for the moment all five had to be."
William Lanouette,Kelly,10,15,I’m Cindy Kelly from the Atomic Heritage Foundation.
William Lanouette,William,102,109,"It is Friday, April 11, 2014, and I have with me William Lanouette who is going to be talking about Leo Szilard."
William Lanouette,Leo,153,156,"It is Friday, April 11, 2014, and I have with me William Lanouette who is going to be talking about Leo Szilard."
Mary Lou Curtis,Jack,753,757,"After we got married, Jack got a job in Dayton at the Wright-Patterson Air Force Base and I went with him."
Mary Lou Curtis,James,1868,1873,"[James] Lum, called me and said, would I be interested in a lab job? Well I was interested in any kind of a job."
General Leslie Groves,Grove,179,184,"And as the Groves family, I wanted to ask you, you told me that you have–– Yes."
General Leslie Groves,Daniel,1634,1640,"Daniel Lamont of the Cleveland administration, a number of years before to become a chaplain."
General Leslie Groves,Cleveland,1655,1664,"Daniel Lamont of the Cleveland administration, a number of years before to become a chaplain."
General Leslie Groves,Leo,315,318,"I talked to him on the telephone and I asked him, by the way, about [Leo] Szilard, of course, they are great friends."
General Leslie Groves,James,738,743,"Well, you see, one thing that happened there was that he, when I took over, [James B."
General Leslie Groves,Van,968,971,"He always resented [Vannevar] Bush and myself, and, because,” he said, “we weren’t nuclear physicists."
General Leslie Groves,Bush,978,982,"He always resented [Vannevar] Bush and myself, and, because,” he said, “we weren’t nuclear physicists."
Edward Teller,Steve,41,46,:  This is Steve Sanger.
Edward Teller,Eugene,1484,1490,"Another thing I wanted to ask you, and this goes back a little further, is that I have read about your role with Eugene Wigner and Leo Szilard in the Einstein association."
Edward Teller,Leo,1502,1505,"Another thing I wanted to ask you, and this goes back a little further, is that I have read about your role with Eugene Wigner and Leo Szilard in the Einstein association."
Edward Teller,Einstein,1634,1642,"Szilard did not drive a car and I drove him out to Einstein to get the letter signed, and there I had a very pure role as Szilard’s chauffer."
Edward Teller,Roosevelt,2077,2086,"It may have been completely different, but who knows? I know that Einstein [misspoke: Roosevelt] reacted to that letter two months later, which is when he got the letter, for him."
James Chapman,Gus,495,498,"Practically all of this work was done under the direction of a man named [Augustus] Gus Klein, who was selected for spearheading Stone & Webster’s efforts in this type of war industry."
James Chapman,Klein,499,504,"Practically all of this work was done under the direction of a man named [Augustus] Gus Klein, who was selected for spearheading Stone & Webster’s efforts in this type of war industry."
James Chapman,Warren,1592,1598,"I recall reporting for work one morning and sitting down with Gus and Warren Stewart, his right-hand man at the time."
James Chapman,Stewart,1599,1606,"I recall reporting for work one morning and sitting down with Gus and Warren Stewart, his right-hand man at the time."
James Chapman,Harold,1880,1886,"Professor [Harold] Urey of Princeton University [misspoke: Columbia University] had done some experimental work in heavy hydrogen, or deuterium as it was called, and he was considered to be the font of knowledge in this field."
Mound Laboratory Panel Discussion,Alfred,21,27,: My name is Gustave Alfred Essig.
Mound Laboratory Panel Discussion,Gus,54,57,Everybody calls me Gus.
Mound Laboratory Panel Discussion,Harold,518,524,Harold P.
Mound Laboratory Panel Discussion,David,1611,1616,"I became a supervisor of the initiator organization and remained in that position until 1962, when I was transferred to the administration building to work directly for administrator David Scott."
Mound Laboratory Panel Discussion,Scott,1617,1622,"I became a supervisor of the initiator organization and remained in that position until 1962, when I was transferred to the administration building to work directly for administrator David Scott."
Russell Jim,Russell,11,18,"My name is Russell Jim, R-U-S-S-E-L-L, J-I-M."
Russell Jim,Jim,19,22,"My name is Russell Jim, R-U-S-S-E-L-L, J-I-M."
Robert Holmberg,Robert,4,10,I’m Robert W.
Robert Holmberg,Bob,41,44,"Holmberg, H-O-L-M-B-E-R-G, Bob Holmberg."
Hank Kosmata,Hank,11,15,"My name is Hank Kosmata, K-O-S-M-A-T-A."
Haskell Sheinberg,Kelly,17,22,"My name is Cindy Kelly, it is Wednesday, July 31st, 2013, and I’m here with Haskell Sheinberg."
Darrell Dvorak,Kelly,13,18,:  I’m Cindy Kelly.
Darrell Dvorak,Colonel,135,142,"We are in Alexandria, Virginia and we are here today to interview and talk about Colonel Heflin."
Darrell Dvorak,Darrell,258,265,Would you please introduce yourself? Say your name and spell it? :  My name is Darrell Dvorak.
Darrell Dvorak,Clifford,547,555,":  My father-in-law was Colonel Clifford John Heflin, and I’m one of his four sons-in-law, married to his third oldest daughter."
Darrell Dvorak,John,556,560,":  My father-in-law was Colonel Clifford John Heflin, and I’m one of his four sons-in-law, married to his third oldest daughter."
Darrell Dvorak,Louis,2024,2029,Louis for his records.
Catherine Dvorak,Kelly,91,96,"My name is Cindy Kelly, Atomic Heritage Foundation."
Catherine Dvorak,David,261,266,"D as in David, V as in Victor, O-R-A-K."
Catherine Dvorak,Victor,276,282,"D as in David, V as in Victor, O-R-A-K."
Catherine Dvorak,Clifford,453,461,"Okay, what would you like to tell us about your father? My father was Colonel Clifford J."
Catherine Dvorak,Neill,1115,1120,"My mother, her maiden name was O’Neill."
Robert Kupp,Robert,11,17,My name is Robert William Kupp.
Robert Kupp,William,18,25,My name is Robert William Kupp.
Kenneth Pumphrey,Levy,32,36,"All right, my name is Alexandra Levy with the Atomic Heritage Foundation, and we are here on December 27th with Kenneth Pumphrey in Florida."
Kenneth Pumphrey,Kenneth,112,119,"All right, my name is Alexandra Levy with the Atomic Heritage Foundation, and we are here on December 27th with Kenneth Pumphrey in Florida."
Kenneth Pumphrey,Van,323,326,"Van you tell me about where and when were you born? I was born in the town of Takoma Park, Maryland, just about fifty feet from the Washington, DC line on Eastern Avenue."
Richard Renner,Levy,24,28,"Okay, this is Alexandra Levy with the Atomic Heritage Foundation, and we are here on December 27 in Florida with Richard Renner."
Richard Renner,Richard,113,120,"Okay, this is Alexandra Levy with the Atomic Heritage Foundation, and we are here on December 27 in Florida with Richard Renner."
Dunell Cohn,Don,329,332,"I have always gone by the name of Don or Donny, Donny in the old days and Don the last fifty years."
Dolores Heaton,Dolores,44,51,We are here with Dolores Heaton in Florida.
Dolores Heaton,Levy,89,93,This is Alexandra Levy with the Atomic Heritage Foundation.
Dolores Heaton,Patton,1231,1237,I had two uncles that were under General Patton and they both came back very wounded and were traumatized by the war.
Esther Stenstrom,Levy,59,63,This is Alexandra Levy.
Esther Stenstrom,Esther,134,140,And we are here today with Esther Stenstrom.
Esther Stenstrom,Guy,605,608,How did you become involved with the Manhattan Project? My husband [Guy] “Sten” had been called into service and they asked him there if he would consider going to Oak Ridge to work instead of in the service and he said yes.
Helen Jernigan,Kelly,11,16,My name is Kelly.
Helen Jernigan,Helen,176,181,And we are very fortunate today to have Helen Jernigan.
Ray Smith,Kelly,32,37,"Cindy Kelly with Atomic Heritage Foundation, September 6, 2013."
Ray Smith,Smith,105,110,I am here with Smith.
Ray Smith,Grove,1064,1069,The reason for the construction was that General Groves wanted a plant site.
Fred Vaslow,Kelly,11,16,"I am Cindy Kelly, Atomic Heritage Foundation."
Fred Vaslow,Fred,164,168,"Fred, F – R – E – D, Vaslow, V – A – S – L – O – W."
Fred Vaslow,Frank,1614,1619,"Frank Spedding, who was an expert in rare-earth chemistry."
Peggy Bowditch,Kelly,11,16,"I am Cindy Kelly, Atomic Heritage Foundation, and today is Thursday, November 7, 2013, and I have with me Margaret Parsons Bowditch."
Peggy Bowditch,Margaret,106,114,"I am Cindy Kelly, Atomic Heritage Foundation, and today is Thursday, November 7, 2013, and I have with me Margaret Parsons Bowditch."
Peggy Bowditch,Parsons,115,122,"I am Cindy Kelly, Atomic Heritage Foundation, and today is Thursday, November 7, 2013, and I have with me Margaret Parsons Bowditch."
Peggy Bowditch,Peggy,199,204,"Peggy Bowditch, that is B-o-w-d-i-t-c-h."
Peggy Bowditch,Grove,1523,1528,"And General Groves picked him and he meshed with Oppenheimer, so he became the head of ordnance at Los Alamos."
Peggy Bowditch,William,1721,1728,"Can you tell us his name? He was Captain, Navy Captain William Sterling Parsons, and later, after the bomb was dropped he became quickly Commodore and then Rear Admiral."
Peggy Bowditch,Sterling,1729,1737,"Can you tell us his name? He was Captain, Navy Captain William Sterling Parsons, and later, after the bomb was dropped he became quickly Commodore and then Rear Admiral."
Fay Cunningham,Kelly,25,30,": Okay, my name is Cindy Kelly and I am in south Denver, Colorado."
Fay Cunningham,Fay,102,105,And I’m with Fay Cunningham.
Fay Cunningham,Cunningham,106,116,And I’m with Fay Cunningham.
Robert Cantrell,Kelly,16,21,"Okay I am Cindy Kelly, Atomic Heritage Foundation and we are in Mesa, Arizona on June 26, 2013 and with me is Robert or Bob Cantrell."
Robert Cantrell,Robert,110,116,"Okay I am Cindy Kelly, Atomic Heritage Foundation and we are in Mesa, Arizona on June 26, 2013 and with me is Robert or Bob Cantrell."
Robert Cantrell,Bob,120,123,"Okay I am Cindy Kelly, Atomic Heritage Foundation and we are in Mesa, Arizona on June 26, 2013 and with me is Robert or Bob Cantrell."
Robert Cantrell,Julius,1857,1863,There was another fellow there by the name of Julius Lavin and he and I became good friends.
Tom Scolman,Kelly,11,16,"I am Cindy Kelly with the Atomic Heritage Foundation and it is June 26, 2013 and we are in Rio Verde, Arizona and my first question is please tell us your name and spell it."
Tom Scolman,Thomas,179,185,"I am Thomas Scolman, although officially I am Theodore T."
Tom Scolman,Theodore,220,228,"I am Thomas Scolman, although officially I am Theodore T."
Tom Scolman,Alfred,1844,1850,I wanted to backup because Alfred Nier was phenomenally important in the Manhattan Project for the work he did.
Priscilla McMillan,Kelly,11,16,"I am Cindy Kelly, Atomic Heritage Foundation, and today’s date is June 6, 2013."
Priscilla McMillan,Robert,385,391,"Robert Oppenheimer, and what kind of scientist he was? And his role in the Manhattan Project? Robert Oppenheimer was, some say a protean figure."
Priscilla McMillan,Grove,2048,2053,"What made General Groves—what did General Groves see in Oppenheimer that led him to choose him? Well, as Oppenheimer later modestly said, Groves—General Groves had an eye for quality."
Celia Szapka Klemski,Kelly,24,29,"Start, my name is Cindy Kelly of the Atomic Heritage Foundation and it is Tuesday August 13, 2013 and with me I have Denise Kiernan."
Celia Szapka Klemski,Denise,117,123,"Start, my name is Cindy Kelly of the Atomic Heritage Foundation and it is Tuesday August 13, 2013 and with me I have Denise Kiernan."
Celia Szapka Klemski,Celia,260,265,"Denise Kiernan, D-E-N-I-S-E K-I-E-R-N-A-N and I am here with Cindy Kelly and Celia Klemski."
Celia Szapka Klemski,Dorothy,400,407,"Okay, so Cecelia—we have called you Cecelia—can you please tell us your full name and spell it? Well my full name is Cecelia Dorothy Klemski; I came to Oak Ridge in August— Can you please spell that? Full name, C-E-C-E-L-I-A, that is what I was baptized, Dorothy is my middle name, and K-L-E-M-S-K-I, that is a Polish name that is my last name."
Colleen Black,Kelly,33,38,"I am Cindy Kelly, Atomic Heritage Foundation and it is Tuesday, August 13, 2013."
Colleen Black,Denise,131,137,This morning I have with me Denise Kiernan.
Colleen Black,Black,365,370,"Okay, I am Colleen Black, C-o-l-l-e-e-n B-l-a-c-k."
Colleen Black,Rowan,453,458,"What was your maiden name? My maiden name was Rowan, R-o-w-a-n, Irish."
Thomas O. Jones’ Interview,Compton,1662,1669,In the meantime he said he wanted to introduce me to someone that represented that project locally named Compton.
Thomas O. Jones’ Interview,Arthur,1680,1686,I said “Arthur Compton.
Bert Tolbert,Kelly,0,5,"Kelly: This is Cindy Kelly, and I am in Boulder, Colorado."
Bert Tolbert,Bert,114,118,"It is June 25, 2013, and I am going to be interviewing Bert Mills Tolbert."
Bert Tolbert,Mills,119,124,"It is June 25, 2013, and I am going to be interviewing Bert Mills Tolbert."
Norman Brown,James,118,123,"I was in the SED, the Special Engineer Detachment and I worked in what was then called D-Building and with my college James Gergen I purified all the plutonium that went in the Nagasaki bomb."
Norman Brown,Jim,695,698,"And of the two of us, Jim Gergen and I, I was the one who took what was called an aliquot, a tiny, tiny little sample, a microliter of the solution in order to have it analyzed in order to know how much we were signing the receipt for, because we had to sign a receipt for this."
Harold Hasenfus’ Interview,Philip,186,192,"I was a member of two Special Engineer Detachments: I worked at the University of Chicago at the Metallurgical Laboratory and I also worked in Oak Ridge Plant, conceived and designed by Philip Abelson, who is probably here today."
Harold Hasenfus’ Interview,Abel,193,197,"I was a member of two Special Engineer Detachments: I worked at the University of Chicago at the Metallurgical Laboratory and I also worked in Oak Ridge Plant, conceived and designed by Philip Abelson, who is probably here today."
Gwen Groves Robinson,Kelly,17,22,"Okay, I am Cindy Kelly, Atomic Heritage Foundation."
Gwen Groves Robinson,Gwen,118,122,"It is Sunday July 7th, 20 13 and I am in Scarborough, Maine, with Gwen Groves Robinson."
Gwen Groves Robinson,Grove,123,128,"It is Sunday July 7th, 20 13 and I am in Scarborough, Maine, with Gwen Groves Robinson."
Gwen Groves Robinson,Robinson,130,138,"It is Sunday July 7th, 20 13 and I am in Scarborough, Maine, with Gwen Groves Robinson."
Gwen Groves Robinson,Leslie,1673,1679,"Next question? Kelly: Tell us, us what was your father’s name? Leslie, which he never used, Richard—he used Dick—and Groves."
Gwen Groves Robinson,Richard,1702,1709,"Next question? Kelly: Tell us, us what was your father’s name? Leslie, which he never used, Richard—he used Dick—and Groves."
Gwen Groves Robinson,Dick,1718,1722,"Next question? Kelly: Tell us, us what was your father’s name? Leslie, which he never used, Richard—he used Dick—and Groves."
Edward Doty,Phil,1113,1117,"And Phildebean said it best, ‘Look what’s on the other side, nothing."
Edward Doty,Winston,1463,1470,The barracks bags had come in style along with Winston Dabney who it turned out was going to be our Mother Superior for the next two years.
Winston Dabney,Winston,20,27,We are talking with Winston Dabney and we thank you very much for coming.
Anthony French,French,38,44,We are speaking at MIT with Professor French.
Herb Depke,Kelly,17,22,"I am Cindy Kelly from the Atomic Heritage Foundation in Washington, DC."
Herb Depke,Herb,139,143,I have with me Herb Depke.
Herb Depke,Herbert,246,253,"Herbert Walfred Depke, H-E-R-B-E-R-T, W-A-L-F-R-E-D, D-E-P-K-E."
Herb Depke,Frederick,795,804,My father’s name was Herbert Frederick Depke.
Herb Depke,Margaret,878,886,My mother’s name was Margaret Louise Nygren Depke.
Herb Depke,Louise,887,893,My mother’s name was Margaret Louise Nygren Depke.
Lawrence Antos’ Interview,Lawrence,20,28,We are interviewing Lawrence Antos for the Manhattan Project video and we thank you for coming here today all the way from Albuquerque.
Roy Glauber & Priscilla McMillan on Oppenheimer,Roy,0,3,"Roy, you knew Oppenheimer at Los Alamos and you knew him again when you were a fellow of the Institute for Advanced Study at Princeton."
Roy Glauber & Priscilla McMillan on Oppenheimer,Strauss,967,974,"He had that at Los Alamos and of course he had a great deal more of it when he was at Princeton, because he only went to Princeton, invited, I would have to add, by Admiral Strauss, known as “Admiral” in those days."
Roy Glauber,Kelly,11,16,"I am Cindy Kelly, the date is June 6, 2013, and we are here with Dr."
Roy Glauber,Roy,69,72,Roy Glauber.
Ellen Bradbury Reid,Kelly,11,16,"I am Cindy Kelly with Atomic Heritage Foundation and it is Wednesday, July 31, 2013 and I am with Ellen Bradbury Reid."
Ellen Bradbury Reid,Ellen,98,103,"I am Cindy Kelly with Atomic Heritage Foundation and it is Wednesday, July 31, 2013 and I am with Ellen Bradbury Reid."
Ellen Bradbury Reid,Brad,104,108,"I am Cindy Kelly with Atomic Heritage Foundation and it is Wednesday, July 31, 2013 and I am with Ellen Bradbury Reid."
Ellen Bradbury Reid,Reid,113,117,"I am Cindy Kelly with Atomic Heritage Foundation and it is Wednesday, July 31, 2013 and I am with Ellen Bradbury Reid."
Ellen Bradbury Reid,Wilder,234,240,"Actually I was Ellen Wilder, and then I married John Bradbury and then eventually married Ed Reid so it is E-l-l-e-n, B-r-a-d-b-u-r-y, R-e-i-d."
Ellen Bradbury Reid,John,261,265,"Actually I was Ellen Wilder, and then I married John Bradbury and then eventually married Ed Reid so it is E-l-l-e-n, B-r-a-d-b-u-r-y, R-e-i-d."
Ellen Bradbury Reid,Norris,1132,1138,He was at Oak Ridge a short period of time and then Norris Bradbury was looking for people who knew I guess chemistry or high explosives and he interviewed Daddy.
Ellen Bradbury Reid,Ernest,1537,1543,"The plutonium they had been getting from [Ernest] Lawrence was very, very pure but the plutonium coming out of Hanford pre-detonated or fizzled."
Ellen Bradbury Reid,Lawrence,1545,1553,"The plutonium they had been getting from [Ernest] Lawrence was very, very pure but the plutonium coming out of Hanford pre-detonated or fizzled."
"Irénée du Pont, Jr.",Irene,114,119,"It’s like the girl’s name, Irene, which means peace, and Irénée is the French equivalent of the male Irene."
"Irénée du Pont, Jr.",Crawford,209,217,Crawford Greenwalt married my older sister—my second oldest sister.
"Irénée du Pont, Jr.",Green,218,223,Crawford Greenwalt married my older sister—my second oldest sister.
"Irénée du Pont, Jr.",Margaret,341,349,Margaretta du Pont married Crawford Greenwalt.
Marilyn Hanna,Emily,4,9,I’m Emily Efland and I am with the Atomic Heritage Foundation.
Marilyn Hanna,Marilyn,112,119,"Today is August 14, 2013, and we’re interviewing Marilyn Hanna."
Marilyn Hanna,Hanna,120,125,"Today is August 14, 2013, and we’re interviewing Marilyn Hanna."
Marilyn Hanna,Dorothy,836,843,"And I met a good friend there, Dorothy Bryant."
Marilyn Hanna,Bryant,844,850,"And I met a good friend there, Dorothy Bryant."
Marilyn Hanna,Mary,1617,1621,"And one day, they asked Mary and me to ride some horses for a feature of “A Day in Oak Ridge,” and it is displayed there."
Gladys Evans’ Interview,Gladys,4,10,"I’m Gladys Ellen Wimberley Evans, G-L-A-D-Y-S E-L-L-E-N W-I-M-B-E-R-L-Y E-V-A-N-S."
Gladys Evans’ Interview,Ellen,11,16,"I’m Gladys Ellen Wimberley Evans, G-L-A-D-Y-S E-L-L-E-N W-I-M-B-E-R-L-Y E-V-A-N-S."
Gladys Evans’ Interview,Evans,27,32,"I’m Gladys Ellen Wimberley Evans, G-L-A-D-Y-S E-L-L-E-N W-I-M-B-E-R-L-Y E-V-A-N-S."
Reba Holmberg,Justice,16,23,"My name is Reba Justice Holmberg and I have lived in Oak Ridge since 1950, but I was born— 1923."
Robert Furman,Robert,0,6,Robert Furman.
Robert Furman,Grove,58,63,"I was an assistant to General Groves in the Manhattan District, in his Twenty-First Street offices here in Northwest."
Robert Furman,Einstein,758,766,"Einstein was on the campus at that time, used to see his hair flying around all over the place."
Irene LaViolette,Irene,65,70,I’m Irene LaViolette.
Irene LaViolette,Kelly,256,261,"My name is Cindy Kelly and we’re here at the offices of the Atomic Heritage Foundation in Washington, D."
J. P. Moore,Moore,138,143,Moore.
J. P. Moore,James,203,208,"Moore, would you please say and spell your full name? James Phillip Moore, Junior."
J. P. Moore,Phillip,209,216,"Moore, would you please say and spell your full name? James Phillip Moore, Junior."
Lawrence Bartell,Kelly,13,18,": I am Cindy Kelly, and this is May 9, 2013 in Ann Arbor, Michigan."
Lawrence Bartell,Lawrence,87,95,We’re interviewing Lawrence Bartell.
Lawrence Bartell,Sims,183,187,"Bartell, can you please say your name and spell it? : My name is Lawrence Sims Bartell, I am the son of Lawrence Sims Bartell, but I’m not “junior” or “the second” or anything like that."
Lawrence Bartell,Leo,769,772,"Why don’t we begin with what kind of childhood you had that led you to be so interested in science? :I don’t know about that, but I would like to tell you some stories about Leo Szilard, Eugene Wigner, and Enrico Fermi."
Lawrence Bartell,Eugene,782,788,"Why don’t we begin with what kind of childhood you had that led you to be so interested in science? :I don’t know about that, but I would like to tell you some stories about Leo Szilard, Eugene Wigner, and Enrico Fermi."
Lawrence Bartell,Enrico,801,807,"Why don’t we begin with what kind of childhood you had that led you to be so interested in science? :I don’t know about that, but I would like to tell you some stories about Leo Szilard, Eugene Wigner, and Enrico Fermi."
Lawrence Bartell,John,1120,1124,"John Wheeler, whom I knew very well, is a part of this story too."
Lawrence Bartell,Wheeler,1125,1132,"John Wheeler, whom I knew very well, is a part of this story too."
Lawrence Bartell,Rutherford,1471,1481,"This was remarkable, because you may remember that the person who first discovered the properties of atoms was Rutherford."
Lawrence Bartell,Hahn,1629,1633,"” When Enrico Fermi heard the results of the Hahn and Strassmann [fission experiment], he did some experiments and he realized that a chain reaction was possible."
Lawrence Bartell,West,1877,1881,"Fermi wanted to build a proof of principle reactor under the West Stands of Stagg Field in Chicago, which has since been torn down."
Lawrence Bartell,Field,1898,1903,"Fermi wanted to build a proof of principle reactor under the West Stands of Stagg Field in Chicago, which has since been torn down."
Dimas Chavez,Kelly,11,16,I am Cindy Kelly and I am interviewing here Dimas Chavez.
Dimas Chavez,Thor,293,297,"I was born in the central part in New Mexico, a small little ranching, farming, Mexican-American community by the name of Thoreau, which is not too far from Albuquerque."
Dimas Chavez,Jose,1195,1199,"I had an uncle, two uncles on my father side; Jose and Natividad."
Dimas Chavez,Patton,1452,1458,"And my uncle Feliciano Chavez, my mother’s older brother, went to North Africa and fought as a foot soldier with General Patton."
Dimas Chavez,Carlos,1532,1538,"But during this period of time, my father and his older brother, my Tío Carlos, they were given a deferment to run the ranches and so forth."
Willie Daniels,Van,1306,1309,"“We got together, my brother, Vanis, myself and another boy."
Warren Nyer,Arthur,321,327,"I wasn’t too happy with the Du Pont organization, it wasn‘t as exciting as laboratory work, and I didn’t foresee that it would be very exciting from then on, so I went to Arthur Compton who had made it possible for me to go the Univer­sity of Chicago originally and told him I wanted to go to Los Alamos."
Warren Nyer,Compton,328,335,"I wasn’t too happy with the Du Pont organization, it wasn‘t as exciting as laboratory work, and I didn’t foresee that it would be very exciting from then on, so I went to Arthur Compton who had made it possible for me to go the Univer­sity of Chicago originally and told him I wanted to go to Los Alamos."
Warren Nyer,Warren,1284,1290,": This is an interview by telephone with Warren Nyer at his home in Idaho Falls, Idaho on December 23, 1985."
Warren Nyer,Clinton,1962,1969,": Okay, and you were there for the startup of the first reactor? : Yes, the DuPont people had recruited a number of people from the University of Chicago and from Clinton Labs who had participated in the startup of the previous reactors, who had some experience with the nuclear end of it."
Walter Simon,Ernest,383,389,"It was “Applied Nuclear Physics” by Ernest Pollard and William Davidson, published in 1942."
Walter Simon,William,402,409,"It was “Applied Nuclear Physics” by Ernest Pollard and William Davidson, published in 1942."
Walter Simon,Davidson,410,418,"It was “Applied Nuclear Physics” by Ernest Pollard and William Davidson, published in 1942."
Wakefield Wright,Russ,166,170,"Russ Chapman and I went to the ration board, and the ration board gave us four new tires, S3 Goodrich tires, and a whole wad of C tickets for gas."
Wakefield Wright,Chapman,171,178,"Russ Chapman and I went to the ration board, and the ration board gave us four new tires, S3 Goodrich tires, and a whole wad of C tickets for gas."
Mac and Vera Jo MacCready,Wakefield,626,635,": That’s what Wakie [Wakefield] Wright was saying, “You couldn’t explain it was radiation."
Mac and Vera Jo MacCready,Wright,637,643,": That’s what Wakie [Wakefield] Wright was saying, “You couldn’t explain it was radiation."
Mac and Vera Jo MacCready,Sam,1158,1161,Another fellow by the name of Sam [Samuel] McNeight and I were chosen to become familiar with the design and to be out here and be a liaison between the operations folks and the construction folks.
Mac and Vera Jo MacCready,Samuel,1163,1169,Another fellow by the name of Sam [Samuel] McNeight and I were chosen to become familiar with the design and to be out here and be a liaison between the operations folks and the construction folks.
Roger Fulling,Leslie,178,184,"During the early days, before the Manhattan Project, when Du Pont was building smokeless powder plants, TNT and other plants for the war effort, I had contacts with then Colonel Leslie Groves, who was helping to operate the military construction program for the U."
Roger Fulling,Grove,185,190,"During the early days, before the Manhattan Project, when Du Pont was building smokeless powder plants, TNT and other plants for the war effort, I had contacts with then Colonel Leslie Groves, who was helping to operate the military construction program for the U."
John Marshall,Victor,446,452,He was looking for somebody to be his hands and he must have asked Victor Weisskopf who was at Rochester if there were anybody around who would be available and Weisskopf gave him my name.
John Marshall,Weiss,453,458,He was looking for somebody to be his hands and he must have asked Victor Weisskopf who was at Rochester if there were anybody around who would be available and Weisskopf gave him my name.
John Marshall,Sam,2047,2050,"Along about Christmas, well, there was a group at Princeton, there was Sam Allison‘s group at Chicago, and isotope separation at Berkeley, us at Columbia, and they wanted to bring the thing together."
John Marshall,Arthur,2223,2229,"They wanted someone to head it up and that was Arthur Compton, so the chain reaction group was moved to Chicago shortly after Christmas, 1941."
Oswald Greager,Grove,376,381,"Groves’ advice to all of his people was to stand back and let the contractor do the job, and not to get in his way."
Orville Hill,Stanley,183,190,"The inventor of it was a fellow named Stanley Thompson, who, incidentally, was my supervisor at Hanford."
Orville Hill,Thompson,191,199,"The inventor of it was a fellow named Stanley Thompson, who, incidentally, was my supervisor at Hanford."
Orville Hill,Stan,371,375,"Stan always said you can know too much, sometimes."
Opal Drum,Frank,23,28,"Frank worked on construction, at Tulsa on a bomber plant, at Oklahoma City, Dodge City, Yuma, all defense jobs."
Norman Hilberry,Ann,26,29,I was teaching at NYU and Ann and I had gone into our first faculty party just before Christmas ’41.
Norman Hilberry,Compton,168,175,It was from Compton.
Norman Hilberry,John,580,584,"There was Wigner from Princeton, John Wheeler was in that group, there was the Chicago group."
Norman Hilberry,Wheeler,585,592,"There was Wigner from Princeton, John Wheeler was in that group, there was the Chicago group."
Norman Hilberry,James,1625,1630,Colonel James C.
Norman Hilberry,Marshall,1634,1642,Marshall of the Army Corps of Engineers (temporary chief of the Manhattan Engineer District) was in one meeting and after the meeting was over he came over and put his arm around my shoulder.
Miles Leverett,Moore,18,23,"Moore asked me if I wanted to come to work on a war project, the whole thing sounded pretty flaky because he couldn’t tell me what I would be doing or where I would be located."
Miles Leverett,Dick,606,610,"That evening, when I got to Chicago, he met me and took me to the hotel where he was staying, and he and Dick Doan, R."
Meta Newson,Ernest,92,98,"The first two years after we were married, from 1934 until 1936, we were in California with Ernest Lawrence, at the cyclotron at Berkeley."
Meta Newson,Lawrence,99,107,"The first two years after we were married, from 1934 until 1936, we were in California with Ernest Lawrence, at the cyclotron at Berkeley."
Meta Newson,Mary,566,570,"We had a three-year-old daughter, Meta Mary."
Meta Newson,Henry,791,796,"Once, Henry told me he was reading a book during a sandstorm."
Meta Newson,Ken,1871,1874,He said the best information he got was by going to the brothels down in Kennewick and Pasco.
Marvin Wilkening,Sam,564,567,"There was a countdown by Sam Allison, the first time in my life I ever heard anyone count backwards."
Marvin Wilkening,Allison,568,575,"There was a countdown by Sam Allison, the first time in my life I ever heard anyone count backwards."
Marvin Wilkening,Grove,2247,2252,"But Allison was there, and Oppenheimer and General Groves."
Lombard Squires,Crawford,43,51,I was one of the four young engineers that Crawford Greenewalt took on when he became head of the technical division under Roger Williams.
Lombard Squires,Greene,52,58,I was one of the four young engineers that Crawford Greenewalt took on when he became head of the technical division under Roger Williams.
Lombard Squires,Roger,123,128,I was one of the four young engineers that Crawford Greenewalt took on when he became head of the technical division under Roger Williams.
Lombard Squires,Williams,129,137,I was one of the four young engineers that Crawford Greenewalt took on when he became head of the technical division under Roger Williams.
