interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Robert J.S. Brown,Don,25,28,"I told him that my boss, Don Hornig, had asked not to carry out even the rehearsal during an electrical storm.",117,5862,5865,['Don Hornig'],['Don Hornig']
Robert J.S. Brown,Edward Teller,35,48,Did you ever have any contact with Edward Teller?,381,19705,19718,['Edward Teller'],['Edward Teller']
Robert J.S. Brown,Fermi,18,23,What about Enrico Fermi?,213,11099,11104,['Enrico Fermi'],['Enrico Fermi']
Robert J.S. Brown,Eric,85,89,I have with me my daughter who is a professor in Claremont of Pomona College and son Eric who was an architect with the University of California Santa Barbara.,449,23574,23578,['Eric'],['Eric']
Robert J.S. Brown,Frank Fortine,46,59,"Commander in the Navy Stevenson, Monty Smith, Frank Fortine, John McNamara, another ensign Navy, Marvin Wyman, Rick Condit, and many times he and his wife had me to their place, which taught me how to ski.",48,2478,2491,"['Stevenson', 'Frank Fortine', 'John McNamara', 'Marvin Wyman', 'Rick Condit']",['Frank Fortine']
Robert J.S. Brown,Fred,43,47,Another person that eventually got one was Fred Reines.,330,17137,17141,['Fred Reines'],['Fred Reines']
Robert J.S. Brown,Lodge,31,36,"We had a mess hall, not Fuller Lodge.",344,17880,17885,['Fuller Lodge'],['Fuller Lodge']
Robert J.S. Brown,Geo,4,7,"And George Kistiakowsky, high up, well, head of the division I was in, dismissed all of the white badge people and told the rest of us what the project was all about.",22,1389,1392,['George Kistiakowsky'],['George Kistiakowsky']
Robert J.S. Brown,Geo,92,95,"So the quality of the people beginning with Oppenheimer and other people, well, Hornig and [George] Kistiakowsky and [Hans] Bethe, all of these were very, very smart clever people.",200,10372,10375,"['George] Kistiakowsky', 'Hans] Bethe']",['George] Kistiakowsky']
Robert J.S. Brown,Gunther,4,11,"And Gunther Rudinberg, Phil Moon and I’ve also been at their place with his wife.",52,2860,2867,"['Gunther Rudinberg', 'Phil Moon']",['Gunther Rudinberg']
Robert J.S. Brown,Courant,40,47,Another one of my best friends was Hans Courant who was on the list here but he has not shown up.,442,23244,23251,['Hans Courant'],['Hans Courant']
Robert J.S. Brown,Horn,24,28,What did you do for Dr. Hornig?,16,904,908,['Hornig'],['Hornig']
Robert J.S. Brown,Horn,43,47,Who were some of your colleagues under Dr. Hornig?,30,1844,1848,['Hornig'],['Hornig']
Robert J.S. Brown,Henderson,11,20,Then Keith Henderson was a friend.,41,2213,2222,['Keith Henderson'],['Keith Henderson']
Robert J.S. Brown,Klaus Fuchs,44,55,And actually at a party I was introduced to Klaus Fuchs.,84,4102,4113,['Klaus Fuchs'],['Klaus Fuchs']
Robert J.S. Brown,Fuchs,8,13,[Klaus] Fuchs?,73,3807,3812,['Klaus] Fuchs'],['Klaus] Fuchs']
Robert J.S. Brown,Arnold,9,15,"Kramish, Arnold, he was in SED, too.",364,18799,18805,"['Kramish, Arnold']","['Kramish, Arnold']"
Robert J.S. Brown,Leslie,31,37,Did you ever run into General [Leslie] Groves or have any contact with him?,106,5128,5134,['Leslie] Groves'],['Leslie] Groves']
Robert J.S. Brown,Lilli Hornig,38,50,I also from time to time saw his wife Lilli Hornig.,39,2134,2146,['Lilli Hornig'],['Lilli Hornig']
Robert J.S. Brown,Maria,47,52,I have one of Enrico Fermi being introduced to Maria Martinez.,218,11459,11464,['Maria Martinez'],['Maria Martinez']
Robert J.S. Brown,Marshall,16,24,"Martin Stearns, Marshall Rugal, he simultaneously went through NYU and what is the other, conservatory.",50,2745,2753,"['Martin Stearns', 'Marshall Rugal']",['Marshall Rugal']
Robert J.S. Brown,Nichol,34,40,Over the paging system he was Dr. Nicholas Baker.,210,11019,11025,['Nicholas Baker'],['Nicholas Baker']
Robert J.S. Brown,Niels,18,23,"A couple of times Niels Bohr, the Danish physicist visited Los Alamos.",203,10628,10633,['Niels Bohr'],['Niels Bohr']
Robert J.S. Brown,Feynman,19,26,What about Richard Feynman?,389,20304,20311,['Richard Feynman'],['Richard Feynman']
Robert J.S. Brown,Robert,4,10,I’m Robert JS Brown.,0,4,10,['Robert JS Brown'],['Robert JS Brown']
Robert J.S. Brown,Oppenheimer,8,19,Robert] Oppenheimer to babysit it during the night because of a storm the shot was delayed.,100,4806,4817,['Robert] Oppenheimer'],['Robert] Oppenheimer']
Robert J.S. Brown,Hall,6,10,[Ted] Hall?,74,3819,3823,['Ted] Hall'],['Ted] Hall']
Robert J.S. Brown,Hall,9,13,Theodore Hall?,76,3849,3853,['Theodore Hall'],['Theodore Hall']
Robert J.S. Brown,Hall,27,31,Did you ever know Theodore Hall?,368,19021,19025,['Theodore Hall'],['Theodore Hall']
Robert J.S. Brown,Tony,0,4,Tony or J.,42,2236,2240,['Tony'],['Tony']
Robert J.S. Brown,Truman,86,92,It turned out that there was a rush to do the test that we did not know about because Truman wanted to know whether it worked or not at the time of this Potsdam conference.,119,6073,6079,['Truman'],['Truman']
Robert J.S. Brown,Val,0,3,"Val Fitch, did you ever know Val?",322,16925,16928,"['Val Fitch', 'Val']","['Val Fitch', 'Val']"
Robert J.S. Brown,Warren,0,6,"Warren Key, an ensign in the Navy, well, Ying Halvern, the Ying is a nickname.",47,2354,2360,"['Warren Key', 'Ying Halvern', 'Ying']",['Warren Key']
Robert J.S. Brown,William,27,34,"Did you ever know Parsons, William Parsons?",317,16580,16587,['William Parsons'],['William Parsons']
Robert Krauss,Acker,0,5,Ackerman was what I want to call a substitute crew member.,87,6763,6768,['Ackerman'],['Ackerman']
Robert Krauss,Alfred,72,78,"That fat man sort of looks like—if you haven’t it—it sort of looks like Alfred Hitchcock, from the side view.",286,22923,22929,['Alfred Hitchcock'],['Alfred Hitchcock']
Robert Krauss,Bill,84,88,"By the time I received this paperwork, The last fellow alive was the radar operator Bill Barney.",238,19099,19103,['Bill Barney'],['Bill Barney']
Robert Krauss,Bill,8,12,"I asked Bill, I said, “Do you remember Vernon Bibi on the plane?” He says, “No.” But everything shows he was there.",239,19119,19123,"['Bill', 'Vernon Bibi']",['Bill']
Robert Krauss,Bob,18,21,"Of course, he met Bob Lewis there.",180,14910,14913,['Bob Lewis'],['Bob Lewis']
Robert Krauss,Bob,0,3,"Bob Lewis was the airplane commander of Victor 82, which was the number of theEnola Gay.",181,14926,14929,['Bob Lewis'],['Bob Lewis']
Robert Krauss,Bob,15,18,"I did not know Bob Lewis, so I don’t want to say this with authenticity.",182,15029,15032,['Bob Lewis'],['Bob Lewis']
Robert Krauss,Bob,38,41,"[00:39:00] Don says to me, “You know, Bob, I still have my flight suit.” I said, “Really?” He said, “Yeah.” I said, “Where is it?” He said, “It’s hanging in my garage.” He says, “Do you want it?” I said, “Sure!” I said, “I’ll be a proud owner, and I’ll take really good care of it.” He gave me the flight suit and the hat that he wore on both missions.",356,28548,28551,"['Don', 'Bob']",['Bob']
Robert Krauss,Acker,12,17,"He and Carl Ackerman, who was a pilot also, they’re the last two crew members alive, of any of the planes.",84,6640,6645,['Carl Ackerman'],['Carl Ackerman']
Robert Krauss,Car,109,112,"In fact, as near as we can tell, the Distinguished Service Cross is still in the same position that General [Carl] Spaatz put on the uniform when Paul got off the plane.",360,29195,29198,"['Carl] Spaatz', 'Paul']",['Carl] Spaatz']
Robert Krauss,Charles,17,24,Don then went to Charles Sweeney.,226,18237,18244,"['Don', 'Charles Sweeney']",['Charles Sweeney']
Robert Krauss,Charles,7,14,He met Charles Sweeney there.,179,14870,14877,['Charles Sweeney'],['Charles Sweeney']
Robert Krauss,Charles,0,7,Charles Sweeney was the 393rd‘s Squadron Commander.,221,17786,17793,['Charles Sweeney'],['Charles Sweeney']
Robert Krauss,Charles,0,7,"Charles Sweeney said, “Why not?” That’s how there were thirteen men onboard theBockscar, when theEnola Gayhad twelve.",227,18253,18260,['Charles Sweeney'],['Charles Sweeney']
Robert Krauss,Charles,21,28,He was very loyal to Charles Sweeney.,352,28163,28170,['Charles Sweeney'],['Charles Sweeney']
Robert Krauss,Claude,30,36,Straight Flushwas named after Claude Eatherly.,159,13220,13226,['Claude Eatherly'],['Claude Eatherly']
Robert Krauss,Claude,112,118,"There has been a question as to whether the Hiroshima advance B-29 which was calledStraight Flush, that was the Claude Eatherly crew—they may have flown with a nose art.",139,11625,11631,['Claude'],['Claude']
Robert Krauss,Dan,50,53,Fred made the atomic mission because he had asked Dan Albury if he could go on the mission.,225,18179,18182,['Dan Albury'],['Dan Albury']
Robert Krauss,Campbell,10,18,"Now, Dick Campbell, a historian who’s now deceased, and Fred Bock coordinated their notes, and they came up with a complete roster.",253,20196,20204,"['Dick Campbell', 'Fred Bock']",['Dick Campbell']
Robert Krauss,Moorman,19,26,We brought in Didi Moorman and Dora Dougherty.,61,4758,4765,"['Didi Moorman', 'Dora Dougherty']",['Didi Moorman']
Robert Krauss,Don,77,80,"We did book signings with Ray Gallagher, but we also did books sessions with Don Albury.",350,28096,28099,"['Ray Gallagher', 'Don Albury']",['Don Albury']
Robert Krauss,Don,7,10,"He met Don Albury there, who was the pilot—actually, the airplane commander ofThe Great Artiste.",178,14774,14777,['Don Albury'],['Don Albury']
Robert Krauss,Don,13,16,"For example, Don Albury was an airplane commander, but he was a Second Lieutenant.",218,17504,17507,['Don Albury'],['Don Albury']
Robert Krauss,Don,38,41,"What that would do was that would put Don Albury, who was the airplane commander, into the co-pilot’s seat, and then Sweeney would fly the plane.",223,17932,17935,['Don Albury'],['Don Albury']
Robert Krauss,Don,38,41,The other one that’s special to me is Don Albury.,349,28008,28011,['Don Albury'],['Don Albury']
Robert Krauss,Don,0,3,"Don Albury had a co-pilot by the name of Fred Olivi, and Fred would then be off the plane.",224,18039,18042,"['Don Albury', 'Fred Olivi', 'Fred']",['Don Albury']
Robert Krauss,Don,0,3,Don was just really a great fellow.,351,28107,28110,['Don'],['Don']
Robert Krauss,Don,152,155,"I know there were comments over the years that there were other people that might have done a better job on that second mission than what they did, but Don was always defensive of what they did and that it was successful.",353,28331,28334,['Don'],['Don']
Robert Krauss,Don,0,3,Don also thought a lot of me.,367,29854,29857,['Don'],['Don']
Robert Krauss,Don,4,7,"But Don was another one, and you’ll see that in a taped interview by him where he said, “The war, they just wanted to stop the fighting.",378,30673,30676,['Don'],['Don']
Robert Krauss,Don,0,3,Don thought enough of me to give me his brother’s Purple Heart and his Air Medal.,371,30129,30132,"['Don', 'Purple Heart']",['Don']
Robert Krauss,Dora,16,20,We had Didi and Dora there.,67,5271,5275,['Dora'],['Dora']
Robert Krauss,Emil,13,17,"When my wife Emilia and I started doing the reunions, we did it on a yearly basis.",54,4167,4171,['Emilia'],['Emilia']
Robert Krauss,Gay,51,54,"He just decided to name it after his mother, Enola Gay Haggard.",171,14226,14229,['Enola Gay Haggard'],['Enola Gay Haggard']
Robert Krauss,Fred,30,34,The guys inStraight Flushtook Fred Krug on a mission over Japan.,245,19606,19610,['Flushtook Fred Krug'],['Flushtook Fred Krug']
Robert Krauss,Fred,67,71,"If I may, I just spoke about Len Godfrey, but I wanted to bring up Fred Bock.",116,9508,9512,"['Len Godfrey', 'Fred Bock']",['Fred Bock']
Robert Krauss,Fred,0,4,"Fred Bock—of course, the Plane No. 77 was named after him.",117,9518,9522,['Fred Bock'],['Fred Bock']
Robert Krauss,Fred,0,4,"Fred Bock told me he was one of them, because he recognized the names of some of the scientists that were in Project Alberta, which was basically a unit that was attached to the 509th.",316,25009,25013,['Fred Bock'],['Fred Bock']
Robert Krauss,Fred,0,4,"Fred Bock recognized some of their names, but they didn’t dare talk about it.",318,25261,25265,['Fred Bock'],['Fred Bock']
Robert Krauss,Fred,46,50,You mentioned that you were good friends with Fred Bock and a few others.,327,26003,26007,['Fred Bock'],['Fred Bock']
Robert Krauss,Fred,0,4,"Fred Krug was the 393rdweatherman, and Fred Krug wanted to fly a mission over Japan.",244,19492,19496,"['Fred Krug', 'Fred Krug']","['Fred Krug', 'Fred Krug']"
Robert Krauss,Fred,38,42,"Paul told people that if he had known Fred Olivi was there, he would have stopped it.",228,18408,18412,"['Paul', 'Fred Olivi']",['Fred Olivi']
Robert Krauss,Fred,15,19,We got to know Fred Olivi pretty good.,382,31045,31049,['Fred Olivi'],['Fred Olivi']
Robert Krauss,Fred,46,50,We started doing our book signing events with Fred Olivi.,383,31114,31118,['Fred Olivi'],['Fred Olivi']
Robert Krauss,Fred,25,29,"But what I would do with Fred is, every year when I came up with new pictures, whether they were pictures of their living compound or pictures of the planes, I would visit Fred.",124,10065,10069,"['Fred', 'Fred']","['Fred', 'Fred']"
Robert Krauss,Fred,12,16,"I talked to Fred at the ’94 reunion, I said, “Fred, would you like to do some signing events with us?” What I did was, I cooked up a deal where I would pay him to sign the pictures, and I would sell the pictures.",391,31709,31713,"['Fred', 'Fred']","['Fred', 'Fred']"
Robert Krauss,Fred,26,30,"She would be reading, and Fred would take out a magnifying glass.",128,10404,10408,['Fred'],['Fred']
Robert Krauss,Fred,9,13,"But what Fred instilled in me, really, was the fact the planes did not fly with their nose art.",130,10513,10517,['Fred'],['Fred']
Robert Krauss,Fred,11,15,But I knew Fred.,229,18466,18470,['Fred'],['Fred']
Robert Krauss,Fred,37,41,"In 1994, at the Chicago reunion that Fred chaired, the Smithsonian came forward, and they asked if anybody had any color slides.",385,31252,31256,['Fred'],['Fred']
Robert Krauss,Fred,16,20,"What I did with Fred—by now, going to the photo lab and having these negatives made and the copies made, this is getting expensive.",389,31545,31549,['Fred'],['Fred']
Robert Krauss,Fred,171,175,"In all the years we did this, I’ve never had—except for one occasion—somebody actually come up and say, “How could you do this?” As I remember, we were at a gun show, and Fred was there.",393,32183,32187,['Fred'],['Fred']
Robert Krauss,Fred,83,87,"This young girl came up, and I noticed she stood in the background and listened to Fred talk for a long time.",394,32281,32285,['Fred'],['Fred']
Robert Krauss,Fred,4,8,"But Fred always instilled in me that the Fat Man bomb symbols that you see on the [Bockscar] plane are the missions that the crew flew, not the plane.",137,11084,11088,"['Fred', 'Fat Man']",['Fred']
Robert Krauss,Gackenbach,4,14,Mr. Gackenbach is the only one alive who saw the mushroom cloud on either mission.,82,6542,6552,['Gackenbach'],['Gackenbach']
Robert Krauss,Geo,7,10,"He met Georg Caron there, who was the tail gunner in theEnola Gay.",176,14622,14625,['Georg Caron'],['Georg Caron']
Robert Krauss,Geo,29,32,The first person I found was George Caron.,25,1752,1755,['George Caron'],['George Caron']
Robert Krauss,Geo,8,11,"I found George, and George was kind enough to pass me onto Ray Gallagher.",28,2007,2010,"['George', 'George', 'Ray Gallagher']","['George', 'George']"
Robert Krauss,Geo,0,3,"George was a tail gunner on theEnola Gay, and he was somewhat public.",26,1765,1768,['George'],['George']
Robert Krauss,Art,24,27,"He ended up onThe Great Artistefor the second mission, and there’s no records that he’s on that mission.",233,18701,18704,['Great Artistefor'],['Great Artistefor']
Robert Krauss,Hall,11,15,"We had Hap Halloran in there, who was in a different bomb group.",69,5343,5347,['Hap Halloran'],['Hap Halloran']
Robert Krauss,Jack Bivans,19,30,"What I was told by Jack Bivans, the assistant flight engineer, was that Paul Tibbets told them that they really shouldn’t have it on the plane.",142,11832,11843,"['Jack Bivans', 'Paul Tibbets']",['Jack Bivans']
Robert Krauss,Jacob Beser,38,49,"More than likely, it was organized by Jacob Beser.",52,4066,4077,['Jacob Beser'],['Jacob Beser']
Robert Krauss,Petersen,73,81,"I was showing my collection, and we met a gentleman by the name of James Petersen, who is now the President of Historic Wendover Airfield.",39,2832,2840,"['James Petersen', 'Historic Wendover Airfield']",['James Petersen']
Robert Krauss,Jim,195,198,"When the vote was held and nobody would step forward, against my wife’s wishes, I raised my hand said, “If you’ll go to Wendover one more time, we’ll do the reunion.” I didn’t say anything about Jim at that point, but Jim was very instrumental in that reunion.",43,3339,3342,"['Jim', 'Jim']","['Jim', 'Jim']"
Robert Krauss,Jim,0,3,"Jim was talking to me all week and all during the reunion, and we sort of came up with an idea between the two of us.",40,2897,2900,['Jim'],['Jim']
Robert Krauss,Krauss,144,150,"It got to the point, it happened so much towards the end, we just said, “Oh, that’s interesting.” But the roster, and the Campbell book and the Krauss book, is accurate.",261,21272,21278,['Krauss'],['Krauss']
Robert Krauss,Leon,9,13,"In 1993, Leon said, “I’ll be more than happy to work with you because I think, someday, you’re going to be our official historian.” That floored me, because I totally had forgotten about that letter.",113,9161,9165,['Leon'],['Leon']
Robert Krauss,Leon,80,84,"Just the other day, I was looking through a file and I found a letter from Len [Leonard] Godfrey, who was the navigator on the Fred Bock crew.",112,9090,9094,"['Len', 'Leonard] Godfrey']",['Leonard] Godfrey']
Robert Krauss,Lew,51,54,But there are many books out there that state that Lewis was upset that that name was painted on the plane.,183,15137,15140,['Lewis'],['Lewis']
Robert Krauss,Lew,30,33,"But, again, I didn’t speak to Lewis and I didn’t speak to Paul about that.",185,15247,15250,"['Lewis', 'Paul']",['Lewis']
Robert Krauss,Morgan,46,52,"I was fascinated by the bookEnola Gayby [Max] Morgan-Witts, and I just wanted to do more research.",18,1035,1041,['Max] Morgan-Witts'],['Max] Morgan-Witts']
Robert Krauss,Paul,30,34,Ray was given dispensation by Paul Tibbets to be in the 393rd.,342,27340,27344,"['Ray', 'Paul Tibbets']",['Paul Tibbets']
Robert Krauss,Paul,61,65,"They were the two WASPs [Women Airforce Service Pilots] that Paul Tibbets trained to fly a B-29 calledLadybird.He did that when he was part of the B-29 testing program, because many of the men were afraid to fly the B-29 because of the engine fires.",62,4846,4850,['Paul Tibbets'],['Paul Tibbets']
Robert Krauss,Paul,17,21,"To my knowledge, Paul Tibbets did not want a picture of a naked lady or anything like that on the plane.",169,13991,13995,['Paul Tibbets'],['Paul Tibbets']
Robert Krauss,Paul,70,74,"Sort of a long story, but we ended up purchasing the flight suit that Paul Tibbets wore on the first mission.",359,29047,29051,['Paul Tibbets'],['Paul Tibbets']
Robert Krauss,Paul,106,110,"Not a lot of people know him or recognize his name, but Tom received a Distinguished Service Cross before Paul got his.",298,23807,23811,"['Tom', 'Paul']",['Paul']
Robert Krauss,Paul,0,4,"Paul came up with this idea that if a woman could fly it, a man could fly it.",64,5069,5073,['Paul'],['Paul']
Robert Krauss,Paul,5,9,"When Paul was part of the B-29 training program at Eglin Field, I want to say he met at least about fifty men there.",175,14504,14508,['Paul'],['Paul']
Robert Krauss,Paul,66,70,"When I told you about the people at Eglin Field, these all became—Paul knew who they were.",204,16478,16482,['Paul'],['Paul']
Robert Krauss,Paul,0,4,Paul knew that they were well-trained.,206,16529,16533,['Paul'],['Paul']
Robert Krauss,Paul,0,4,Paul knew them.,211,17033,17037,['Paul'],['Paul']
Robert Krauss,Paul,57,61,"Even though the 393rdBomb Group was a well-trained unit, Paul knew that he could depend on these two men.",214,17159,17163,['Paul'],['Paul']
Robert Krauss,Paul,35,39,"When they were formed at Wendover, Paul, right away, stood up on a truck and he told the guys, “You’re going to be on a mission that’s going to win the war, and you just can’t talk about it.",320,25459,25463,['Paul'],['Paul']
Robert Krauss,Paul,40,44,"I think what probably happened was that Paul just rolled up that uniform and put it in his footlocker, and it stayed there up until the 1970s when it was donated to a traveling museum.",361,29295,29299,['Paul'],['Paul']
Robert Krauss,Paul,38,42,"In fact, we actually have pictures of Paul wearing that suit in his office at Executive Jet Aviation.",365,29727,29731,['Paul'],['Paul']
Robert Krauss,Paul,14,18,You mentioned Paul a few times.,381,31013,31017,['Paul'],['Paul']
Robert Krauss,Paul,0,4,Paul got the Distinguished Service Cross for the Hiroshima Mission; Tom Classen got his over Bougainville.,299,23820,23824,"['Paul', 'Tom Classen']",['Paul']
Robert Krauss,Paul,0,4,"Paul used the codeword “Silverplate,” and ordered new B-29s for them.",192,15734,15738,"['Paul', 'Silverplate']",['Paul']
Robert Krauss,Richards,76,84,"There is a picture in the 509thalbum of one of the fellas by name of Porter Richardson, who was a was a radar countermeasure crew chief, and he was a nose art painter.",151,12645,12653,['Porter Richardson'],['Porter Richardson']
Robert Krauss,Gallagher,4,13,Ray Gallagher was the assistant flight engineer on what was later calledThe Great Artisteand then also on theBockscarfor the August 9 mission.,29,2076,2085,['Ray Gallagher'],['Ray Gallagher']
Robert Krauss,Gallagher,11,20,"He met Ray Gallagher there, who was the assistant flight engineer onThe Great Artiste.",177,14692,14701,['Ray Gallagher'],['Ray Gallagher']
Robert Krauss,Gallagher,53,62,"Two of them I became close to, the first one was Ray Gallagher, and there are interviews are very out there, which you can watch.",331,26215,26224,['Ray Gallagher'],['Ray Gallagher']
Robert Krauss,Gallagher,38,47,"What is it?” She said, “It’s from Ray Gallagher, and it’s a pair of glasses.” He sent the glasses that he wore in the mission, which are very special to me.",348,27852,27861,['Ray Gallagher'],['Ray Gallagher']
Robert Krauss,Ray,0,3,"Ray is what I would call “the common man.” He was not highly educated, but Ray gave me the perspective in the beginning.",333,26345,26348,"['Ray', 'Ray']","['Ray', 'Ray']"
Robert Krauss,Ray,0,3,Ray really befriended me.,30,2214,2217,['Ray'],['Ray']
Robert Krauss,Ray,42,45,I believe there a tape on your website of Ray talking.,332,26333,26336,['Ray'],['Ray']
Robert Krauss,Ray,131,134,"He said, “War—,” and he calls it in his video with the Greenwich Workshop—“War is a monster, and it had to be stopped.” Basically, Ray told me, he said, “To fully understand this, so, if you’re going to argue Monday Morning Quarterback the atomic bomb, you have to understand.",334,26596,26599,['Ray'],['Ray']
Robert Krauss,Ray,43,46,You have to live those times.” That’s what Ray did.,335,26784,26787,['Ray'],['Ray']
Robert Krauss,Ray,0,3,"Ray really put it in a perspective for me, and he was just quite a nice guy.",340,27182,27185,['Ray'],['Ray']
Robert Krauss,Ray,0,3,Ray wore eyeglasses.,344,27416,27419,['Ray'],['Ray']
Robert Krauss,Ray,67,70,"You weren’t supposed to be in the Army Air Force with glasses, but Ray wore glasses.",345,27503,27506,['Ray'],['Ray']
Robert Krauss,Krauss,69,75,"We’re here on September 13, 2018, in Chantilly, Virginia with Robert Krauss.",1,124,130,['Robert Krauss'],['Robert Krauss']
Robert Krauss,Krauss,7,13,Robert Krauss.,3,201,207,['Robert Krauss'],['Robert Krauss']
Robert Krauss,Russell Gackenbach,5,23,"Now, Russell Gackenbach is alive, and he flew theEnola Gayon the second mission, as the Kokura advance weather B-29.",79,6249,6267,"['Russell Gackenbach', 'theEnola Gayon', 'Kokura']",['Russell Gackenbach']
Robert Krauss,Solomon,42,49,"They finally ended up on an island in the Solomons, and they were eventually rescued.",303,24216,24223,['Solomons'],['Solomons']
Robert Krauss,Theo,110,114,"When he started up the project at Wendover, he called up Tom Ferebee, his former bombardier, and he called up Theodore “Dutch” Van Kirk, his former navigator.",208,16725,16729,"['Tom Ferebee', 'Theodore']",['Theodore']
Robert Krauss,Tom,45,48,"They were trained by a fellow by the name of Tom Classen, and Tom Classen is an unsung hero in the 509th.",297,23641,23644,"['Tom Classen', 'Tom Classen']","['Tom Classen', 'Tom Classen']"
Robert Krauss,Tom,136,139,"When the bombing came about for August 6, the original bombardier and the original navigator were removed from the plane, and Dutch and Tom were put in their place.",209,16909,16912,['Tom'],['Tom']
Robert Krauss,Tom,8,11,"I think Tom and several others took off in a boat, and they ended up finding an air base and getting their men off the island.",304,24267,24270,['Tom'],['Tom']
Robert Krauss,Tom,15,18,But that’s how Tom received his.,305,24400,24403,['Tom'],['Tom']
Robert Krauss,Van,107,110,"Well, then, we did a book calledThe 509thRemembered, and we did fourteen years of book signings with Dutch Van Kirk.",251,20068,20071,['Van Kirk'],['Van Kirk']
Robert Krauss,Van,64,67,"One of the problems we encountered when we did tours with Dutch Van Kirk, and we did tours all over the country, from as far south as Florida, to west as Texas, north into Massachusetts—it seemed like whenever we did a signing, there was always somebody who came up and said, “My father loaded the bomb,” or, “My grandfather was on such and such plane.” We would look up in the roster, and they weren’t there.",258,20565,20568,['Van Kirk'],['Van Kirk']
Robert Krauss,Vernon,67,73,"I have found—I have paperwork belonging to a fellow by the name of Vernon Bibi, who was a staff flight engineer.",232,18632,18638,['Vernon Bibi'],['Vernon Bibi']
Robert Kupp,Davidson,106,114,"It is interesting that another GI and myself in the SED [Special Engineer Detachment], we had Pollard and Davidson’s book, Particles of Modern Physics, I think was the name of it—I’m not sure of the name, but Pollard and Davidson were the authors.",129,14853,14861,"['Davidson', 'Pollard', 'Davidson']","['Davidson', 'Davidson']"
Robert Kupp,Don,118,121,"And he went to his security—went to his folder of his career and he pulled it out, and he found there a note saying, “Don Healis and Robert William Kupp”, with my Army serial number, “With their dates went to dinner at the Statler Hotel.” And I don’t know whether they said, “As far as we can tell, nothing classified was discussed.” I don’t think they even said that.",215,25111,25114,"['Don Healis', 'Robert William Kupp']",['Don Healis']
Robert Kupp,Don,338,341,"And it was very strange, by the way, for anyone you talked to in Detroit, or anyplace else for that matter, being in the Army, as to, “What are you doing?” And you had to talk around the subject because obviously you couldn’t talk about the subject! In any case, what—leading to is, we came back, I came back to Oak Ridge, of course, and Don went back to his Marine barracks.",211,24547,24550,['Don'],['Don']
Robert Kupp,Don,99,102,"And one time some time later—and I didn’t hear this until after the war when we got together again—Don was in charge of quarters one night, as a sergeant, and so he was in the company headquarters.",212,24683,24686,['Don'],['Don']
Robert Kupp,Emperor,33,40,"And it was finally, I think, the Emperor himself who made the decision that, “Now we’ve got to go.” And he overrode—as I understand it, from my reading of the subject, that he vetoed the military even after the second bomb.",203,23340,23347,['Emperor'],['Emperor']
Robert Kupp,Fred,32,36,"The man I shared the room with, Fred Hargess, he was in the instrument department in K-25.",149,17718,17722,['Fred Hargess'],['Fred Hargess']
Robert Kupp,Mendel,23,29,You could look up in a Mendeleev chart and find that 235 and 238 were uranium.,137,16155,16161,['Mendeleev'],['Mendeleev']
Robert Kupp,William,8,15, Robert William K-U-P-P.,2,60,67,['Robert William K-U-P-P.'],['Robert William K-U-P-P.']
Robert Kupp,William,18,25,My name is Robert William Kupp.,0,18,25,['Robert William Kupp'],['Robert William Kupp']
Robert Kupp,Robert,136,142,"And, of course, I heard later from my parents, who were in Detroit, Michigan, how all my neighbors were saying, “What’s the matter with Robert?",35,3681,3687,['Robert'],['Robert']
Robert Kupp,Truman,86,92, I think most of the people who were in the United States at the time fully supported Truman and the philosophy of dropping the bomb.,196,22318,22324,['Truman'],['Truman']
Robert Kupp,Way,74,77,"Well, after a year and a half in the Navy, still going to school—that was Wayne [State] University in Detroit—the Navy decided that I’m slightly colorblind, red-green.",7,488,491,['Wayne'],['Wayne']
Robert Lamphere,Abe,50,53,"See, what my own theory is, that Colonel [Rudolf] Abel came over after Yatzkov, after their concern out of [Elizabeth] Bentley’s disclosures and [Igor] Gouzenko’s disclosures, and our beginning to break in as a result and cipher things.",165,12048,12051,"['[Rudolf] Abel', 'Yatzkov', 'Igor] Gouzenko']",['[Rudolf] Abel']
Robert Lamphere,Hoover,13,19,": Oh, that’s Hoover, or somebody down the line with Hoover’s approval.",34,2530,2536,['’s Hoover'],['’s Hoover']
Robert Lamphere,Abe,36,39,The more we read ‒ that thing with [Abe] Brothman ‒ that had been handled on a special basis by another group of agents.,143,11097,11100,['Abe] Brothman'],['Abe] Brothman']
Robert Lamphere,Abe,15,18,": I think that Abel may have been the controller of the Rosenbergs, and that the Cohens were the link between Abel—it’s just a theory.",170,12552,12555,"['Abel', 'Rosenbergs', 'Cohens', 'Abel']","['Abel', 'Abel']"
Robert Lamphere,Abe,2,5,: Abel was an illegal.,169,12517,12520,['Abel'],['Abel']
Robert Lamphere,Abe,26,29,I have no evidence‒ : Was Abel here during the war?,171,12697,12700,['Abel'],['Abel']
Robert Lamphere,Abe,74,77,Because we didn’t know them: we didn’t know anything about them until the Abel case broke a few years later.,180,13203,13206,['Abel'],['Abel']
Robert Lamphere,Nunn,7,11,": Alan Nunn May,GRU.",85,6473,6477,"['Alan Nunn May', 'GRU']",['Alan Nunn May']
Robert Lamphere,Nunn,53,57,: Did the information come out at the time when Alan Nunn May was arrested in February?,248,18129,18133,['Alan Nunn'],['Alan Nunn']
